room_id,avg_sentiment_score,price_breakdown_baseprice_price
981120709957763653,0.4017942244057924,225.0
1196851743231572540,0.3702105345244077,405.11
1199193622730754940,0.413260390779488,432.66
1237474025614245965,0.374123735783892,718.35
1258668362052840121,0.31416423410694244,257.58
1292713202731607754,0.4123701594537226,600.0
1292757177520220344,0.40057022279418114,350.0
1297327219631789358,0.4309615425084175,193.18
1302962421028700813,0.37321465552761507,580.72
1305127222391813036,0.4233470057004283,285.0
1314833467096489875,0.38302123609415273,116.1
1325995807818486852,0.37976560687623057,181.46
1328248354526585309,0.38434563496711166,872.27
1332513688509423570,0.43411857085815414,185.0
1385088880964921541,0.3335519166243495,117.09
1388701191802240736,0.40588570669299834,339.36
1412438800329137974,0.37060656856351826,643.96
1484714498056100115,0.4498106680031721,754.01
1492832915624769683,0.3385129374172617,824.26
1508718511630646313,0.4467619473504891,526.87
1531810922875264909,0.36475715885803606,285.0
1559429248654893625,0.28293293801106295,178.08
1580349144943685719,0.3631674603174603,208.0
1587737008553153745,0.3654841242052376,314.44
1598677226571552739,0.4307118271840766,409.79
1605981262332320587,0.28248223571300496,766.89
1606001853199411128,0.42844570707070706,592.44
1618228513877168542,0.4348101648351649,421.49
1623567061307030021,0.43080676139703916,352.0
